"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 24 18:43:03 GMT 2023","Sun Dec 24 18:43:03 GMT 2023","0","pytests","test_fixturesvalues","","","","test_modular_3",""
"passed","Sun Dec 24 18:43:03 GMT 2023","Sun Dec 24 18:43:03 GMT 2023","0","pytests","test_fixturesvalues","","","","test_module_1",""
"passed","Sun Dec 24 18:43:03 GMT 2023","Sun Dec 24 18:43:03 GMT 2023","0","pytests","test_fixturesvalues","","","","test_modular_2",""
